uid
523323900.00
550539295.00
588299093.00
598810527.00
611404562.00
619922619.00
620155912.00
722922305.00
747568893.00
751828630.00
753979881.00
760419459.00
780405241.00
786177220.00
904975303.00
1046123624.00
1070382294.00
1072246667.00
1076387142.00
1079838539.00
1079949610.00
1115256403.00
1175090634.00
1183034958.00
1201939983.00
1213902359.00
1216299484.00
1219192271.00
1223247460.00
1230499196.00
1261432196.00
1346233096.00
1404357084.00
1414006947.00
1463642680.00
1492862915.00
1493980797.00
1571600784.00
1573341572.00
1596733775.00
1622157248.00
1635265582.00
1669879051.00
1715665859.00
1716651571.00
1736209876.00
1742007742.00
1743421728.00
1783352115.00
1785654223.00
1786390576.00
1787152268.00
1792246143.00
1795048010.00
1795296884.00
1795438553.00
1803847570.00
1810187215.00
1811402272.00
1822906673.00
1829740454.00
1830226463.00
1842214235.00
1844592224.00
5160041946.00
100000006561291.00
100000007825535.00
100000015495359.00
100000020504159.00
100000027325876.00
100000028004368.00
100000029854522.00
100000030928831.00
100000032107660.00
100000033841867.00
100000036814942.00
100000045573219.00
100000048419018.00
100000049303359.00
100000049974171.00
100000059926623.00
100000074836875.00
100000079482644.00
100000080914409.00
100000083975618.00
100000086441581.00
100000093673038.00
100000100429355.00
100000100610553.00
100000101506653.00
100000108108643.00
100000111475598.00
100000118626128.00
100000122540941.00
100000123073676.00
100000127462969.00
100000133988970.00
100000134592863.00
100000134783649.00
100000136530630.00
100000154119731.00
100000159781347.00
100000176426644.00
100000177298275.00
100000177369402.00
100000178846617.00
100000178913133.00
100000189187782.00
100000190482994.00
100000190770438.00
100000191238700.00
100000202533194.00
100000202553471.00
100000205637098.00
100000205679327.00
100000207634389.00
100000208391187.00
100000214214330.00
100000215661066.00
100000218207398.00
100000223488163.00
100000226565217.00
100000227912017.00
100000233402385.00
100000233721161.00
100000235240056.00
100000240725456.00
100000242331454.00
100000242889769.00
100000243180274.00
100000246163305.00
100000250026589.00
100000251010473.00
100000252228356.00
100000257477996.00
100000260800126.00
100000264709160.00
100000267334971.00
100000274533549.00
100000277503910.00
100000279392195.00
100000282448016.00
100000282565591.00
100000283743311.00
100000284207202.00
100000293505755.00
100000297257048.00
100000301931609.00
100000303032389.00
100000307096879.00
100000310966686.00
100000311780186.00
100000311929146.00
100000312400685.00
100000312956581.00
100000314432973.00
100000315813777.00
100000322500832.00
100000322608733.00
100000322639811.00
100000323075033.00
100000325401579.00
100000327272094.00
100000331848651.00
100000340437069.00
100000346332290.00
100000347357733.00
100000348346926.00
100000352385409.00
100000355457706.00
100000359962409.00
100000360538432.00
100000362584354.00
100000363800300.00
100000370614877.00
100000372030655.00
100000373152629.00
100000383249164.00
100000384454628.00
100000384781480.00
100000388745717.00
100000389457004.00
100000391485651.00
100000393562138.00
100000404448667.00
100000404668900.00
100000420643754.00
100000428338779.00
100000441331421.00
100000498810841.00
100000499001798.00
100000505573781.00
100000541203447.00
100000565601554.00
100000566799772.00
100000572010922.00
100000572548243.00
100000572972770.00
100000580314782.00
100000595615195.00
100000602044299.00
100000628174251.00
100000639091852.00
100000644323106.00
100000648549211.00
100000659526950.00
100000665789257.00
100000679862830.00
100000686017529.00
100000691517432.00
100000695340966.00
100000706883509.00
100000712273529.00
100000739236835.00
100000741677301.00
100000744566375.00
100000748540829.00
100000751217988.00
100000763219222.00
100000768835760.00
100000839749100.00
100000851218588.00
100000894151894.00
100000902273572.00
100000918330601.00
100000925246217.00
100000936974350.00
100000937943020.00
100000972256182.00
100000978500123.00
100000986223825.00
100001014331066.00
100001017078193.00
100001045588854.00
100001050412610.00
100001053267668.00
100001054719750.00
100001072638815.00
100001080239014.00
100001082628811.00
100001099938952.00
100001104521223.00
100001109183062.00
100001125153209.00
100001131935179.00
100001138811641.00
100001153966743.00
100001158262086.00
100001158707209.00
100001162032430.00
100001168037012.00
100001178848685.00
100001189974743.00
100001202418187.00
100001209691305.00
100001214239135.00
100001229028250.00
100001229126945.00
100001233030912.00
100001240677724.00
100001243246274.00
100001250449749.00
100001261973371.00
100001263026131.00
100001268799388.00
100001271443004.00
100001274208287.00
100001274791159.00
100001280341131.00
100001283332047.00
100001285710195.00
100001288436661.00
100001291118769.00
100001300733798.00
100001304979328.00
100001320206091.00
100001322013320.00
100001326247990.00
100001326335724.00
100001327310799.00
100001327701649.00
100001337247704.00
100001338555405.00
100001371223595.00
100001374184967.00
100001376926765.00
100001379747511.00
100001379815748.00
100001382949170.00
100001383984713.00
100001385193193.00
100001386286675.00
100001387470803.00
100001390638555.00
100001390914865.00
100001393259187.00
100001397002408.00
100001414474265.00
100001415416903.00
100001424443637.00
100001428127504.00
100001431531866.00
100001433036363.00
100001435062218.00
100001443630551.00
100001446107580.00
100001476915125.00
100001484630871.00
100001486491828.00
100001488714256.00
100001488777110.00
100001501546599.00
100001501930507.00
100001508566602.00
100001513531651.00
100001532810052.00
100001533645752.00
100001539984472.00
100001541640049.00
100001551840131.00
100001553725127.00
100001573808830.00
100001585501890.00
100001585772596.00
100001590659070.00
100001590775138.00
100001592646151.00
100001593256244.00
100001596251082.00
100001634733337.00
100001647882392.00
100001649941336.00
100001650670789.00
100001653251306.00
100001656687050.00
100001661068819.00
100001663186577.00
100001667926644.00
100001668340934.00
100001671487843.00
100001673264287.00
100001678828997.00
100001681335428.00
100001685525388.00
100001687770639.00
100001693780358.00
100001694681894.00
100001701101898.00
100001702031006.00
100001713218249.00
100001713572500.00
100001720943945.00
100001724685475.00
100001726575065.00
100001727498932.00
100001734448967.00
100001738576873.00
100001742652468.00
100001756403235.00
100001781538546.00
100001782840054.00
100001800524177.00
100001800715914.00
100001804564550.00
100001818497035.00
100001825331782.00
100001828673235.00
100001839829284.00
100001839868222.00
100001843734016.00
100001855816778.00
100001860293611.00
100001866766738.00
100001867604043.00
100001879115631.00
100001880917612.00
100001882462562.00
100001883855633.00
100001886792113.00
100001893041759.00
100001896361493.00
100001897732746.00
100001900640861.00
100001905587215.00
100001909888230.00
100001912502275.00
100001912976253.00
100001914885728.00
100001916582368.00
100001933485350.00
100001942128750.00
100001945125315.00
100001994144918.00
100002052968857.00
100002078485842.00
100002085663829.00
100002099626938.00
100002110937194.00
100002112396977.00
100002118989201.00
100002119064022.00
100002129104989.00
100002143077467.00
100002152158171.00
100002177253132.00
100002206763796.00
100002234962499.00
100002245974993.00
100002246861615.00
100002249424529.00
100002255684748.00
100002257265719.00
100002261938325.00
100002279241603.00
100002284521590.00
100002287849402.00
100002290191772.00
100002320429273.00
100002356322971.00
100002361293409.00
100002373132216.00
100002387042306.00
100002395179760.00
100002397626034.00
100002400108948.00
100002402177445.00
100002412451372.00
100002412949020.00
100002433525869.00
100002473299289.00
100002476135555.00
100002480661593.00
100002499168278.00
100002516888709.00
100002525704089.00
100002531483057.00
100002562747794.00
100002619938329.00
100002630062636.00
100002638093597.00
100002639568164.00
100002640954343.00
100002648598276.00
100002657799949.00
100002659732541.00
100002667465021.00
100002671520656.00
100002678499695.00
100002686576815.00
100002689733634.00
100002704570427.00
100002710249458.00
100002723125864.00
100002726417179.00
100002727292787.00
100002731227198.00
100002741662722.00
100002741868408.00
100002777980465.00
100002800004696.00
100002806486841.00
100002815640195.00
100002816978653.00
100002826014285.00
100002828368969.00
100002832095134.00
100002832304185.00
100002832657403.00
100002845403888.00
100002845737556.00
100002858337309.00
100002859252369.00
100002864772299.00
100002868059144.00
100002871932845.00
100002885246900.00
100002886045004.00
100002886313065.00
100002886352831.00
100002899714744.00
100002903565142.00
100002916767977.00
100002920056351.00
100002920942590.00
100002922238178.00
100002930528726.00
100002936632181.00
100002942520670.00
100002947835943.00
100002948020203.00
100002955560841.00
100002972264197.00
100002989502396.00
100003000510121.00
100003004015409.00
100003005164134.00
100003011164651.00
100003012616665.00
100003013459507.00
100003024669633.00
100003027551462.00
100003027670226.00
100003028876763.00
100003029915788.00
100003031053620.00
100003032711941.00
100003034291252.00
100003044853987.00
100003054900264.00
100003057446496.00
100003065127521.00
100003068585698.00
100003072415308.00
100003081544089.00
100003085171324.00
100003088687116.00
100003090334860.00
100003090347555.00
100003091343317.00
100003092511788.00
100003094407550.00
100003097334156.00
100003101122076.00
100003104820477.00
100003109493417.00
100003110562129.00
100003118873691.00
100003120353292.00
100003122150140.00
100003122735495.00
100003123514539.00
100003126243028.00
100003132327700.00
100003135263990.00
100003137775748.00
100003139203963.00
100003146080556.00
100003153433166.00
100003154430293.00
100003157938963.00
100003161356225.00
100003170149062.00
100003173678577.00
100003174424315.00
100003175603744.00
100003180730955.00
100003182439962.00
100003185066887.00
100003187150840.00
100003191998678.00
100003192706484.00
100003192771968.00
100003193360279.00
100003195388507.00
100003204300675.00
100003204315662.00
100003205555122.00
100003208026977.00
100003208493586.00
100003211578169.00
100003211661697.00
100003213746374.00
100003218988204.00
100003226197729.00
100003227274391.00
100003235964135.00
100003239227954.00
100003240163911.00
100003240416035.00
100003241386267.00
100003243443684.00
100003244352935.00
100003244626380.00
100003246088735.00
100003246770317.00
100003248454657.00
100003248516419.00
100003252621314.00
100003254334911.00
100003254539673.00
100003265547666.00
100003283995249.00
100003286621737.00
100003287469268.00
100003293182368.00
100003308745517.00
100003311052916.00
100003311402773.00
100003319267373.00
100003319490911.00
100003325903294.00
100003328908977.00
100003329302595.00
100003338761747.00
100003339139918.00
100003344338030.00
100003348461333.00
100003350202875.00
100003358600792.00
100003366823614.00
100003456956930.00
100003477943124.00
100003500257656.00
100003530342062.00
100003556587020.00
100003565009352.00
100003568560314.00
100003574939678.00
100003583976042.00
100003586102283.00
100003590803505.00
100003592165473.00
100003594918962.00
100003595238013.00
100003596546048.00
100003596838741.00
100003597127517.00
100003599434086.00
100003603665412.00
100003604081052.00
100003613481805.00
100003618296105.00
100003618866658.00
100003619984733.00
100003623433004.00
100003626424824.00
100003653061951.00
100003654350558.00
100003661542721.00
100003661737905.00
100003667883173.00
100003670710118.00
100003674603016.00
100003675523639.00
100003675868992.00
100003676180941.00
100003681058349.00
100003681072008.00
100003682029203.00
100003685177356.00
100003689191175.00
100003689335665.00
100003690014095.00
100003694218467.00
100003698266996.00
100003709873818.00
100003715915033.00
100003730896941.00
100003732130812.00
100003733667512.00
100003737088794.00
100003743334966.00
100003743730581.00
100003746636073.00
100003747421633.00
100003748072934.00
100003748133127.00
100003748804535.00
100003754206922.00
100003754722190.00
100003757204117.00
100003757261745.00
100003760016081.00
100003761235326.00
100003763801543.00
100003767201105.00
100003768984509.00
100003770021618.00
100003770766998.00
100003772695810.00
100003775490770.00
100003775538167.00
100003777018641.00
100003780453907.00
100003781063106.00
100003788163211.00
100003789220035.00
100003789527296.00
100003792676956.00
100003801283159.00
100003802105105.00
100003802548939.00
100003806082625.00
100003807247529.00
100003808937540.00
100003809953601.00
100003810492743.00
100003812816079.00
100003815023359.00
100003818180126.00
100003819044312.00
100003820607635.00
100003821419370.00
100003825161097.00
100003825643101.00
100003830804519.00
100003832125624.00
100003833850203.00
100003833936270.00
100003834240069.00
100003834376044.00
100003834773948.00
100003839762986.00
100003844057918.00
100003845306440.00
100003845793332.00
100003847994438.00
100003858920726.00
100003860379577.00
100003860825245.00
100003860830591.00
100003862329689.00
100003864120051.00
100003864311957.00
100003866536667.00
100003867766226.00
100003868001512.00
100003868268972.00
100003873043172.00
100003875496652.00
100003877609039.00
100003877627294.00
100003877861071.00
100003880906046.00
100003882642004.00
100003889021752.00
100003898488834.00
100003898979186.00
100003902781762.00
100003908664036.00
100003909663189.00
100003911148766.00
100003911533735.00
100003912090671.00
100003914553602.00
100003915101226.00
100003918427349.00
100003919538838.00
100003922593177.00
100003924072141.00
100003924740879.00
100003924904470.00
100003925087949.00
100003928464391.00
100003966108910.00
100003971041621.00
100003971778291.00
100003975937762.00
100003977820660.00
100003978793034.00
100003983617407.00
100003985549340.00
100003986193826.00
100003989043668.00
100003994280267.00
100003994547475.00
100003997039206.00
100003998146152.00
100003998261206.00
100004002847342.00
100004012772325.00
100004016210114.00
100004018153513.00
100004018211658.00
100004019178006.00
100004019997039.00
100004020970210.00
100004022620800.00
100004023922623.00
100004026052651.00
100004035297903.00
100004035767840.00
100004037901567.00
100004038775086.00
100004043487045.00
100004044365788.00
100004048760062.00
100004051613425.00
100004055289981.00
100004055394548.00
100004057689033.00
100004058313321.00
100004058371625.00
100004060085478.00
100004060772486.00
100004063081931.00
100004064625358.00
100004065136782.00
100004065155320.00
100004065864629.00
100004066073319.00
100004066116653.00
100004066882970.00
100004069450248.00
100004069726369.00
100004070365219.00
100004071872889.00
100004073419443.00
100004075878782.00
100004076212303.00
100004077527415.00
100004078297412.00
100004079022627.00
100004080049683.00
100004080787200.00
100004081140996.00
100004081225026.00
100004081236529.00
100004082865161.00
100004084116101.00
100004085196202.00
100004085483090.00
100004090203836.00
100004090501874.00
100004090733739.00
100004090837904.00
100004091311827.00
100004093270021.00
100004094483128.00
100004094671274.00
100004095183627.00
100004095683252.00
100004096041958.00
100004096913878.00
100004097235867.00
100004098167292.00
100004098469096.00
100004099516497.00
100004100564062.00
100004102325454.00
100004103922698.00
100004104360007.00
100004105302775.00
100004105662867.00
100004106167316.00
100004106180475.00
100004107319037.00
100004107403189.00
100004107853264.00
100004109105043.00
100004109220883.00
100004113073164.00
100004113963346.00
100004114028270.00
100004114181664.00
100004114926046.00
100004115105046.00
100004115539123.00
100004115912029.00
100004124351263.00
100004126270312.00
100004129806085.00
100004130376188.00
100004133198979.00
100004137421902.00
100004139525609.00
100004140936283.00
100004141560459.00
100004143030099.00
100004144083712.00
100004144595658.00
100004145400552.00
100004146253255.00
100004146854064.00
100004147778733.00
100004150626136.00
100004151377773.00
100004151499072.00
100004151521941.00
100004155902239.00
100004157116493.00
100004171184478.00
100004178584201.00
100004178741649.00
100004180663860.00
100004183604831.00
100004186717186.00
100004187896167.00
100004202174597.00
100004203636991.00
100004213873698.00
100004214460926.00
100004216021356.00
100004216869860.00
100004217838011.00
100004218072022.00
100004229769637.00
100004232370286.00
100004233513140.00
100004233543077.00
100004246473325.00
100004250203557.00
100004252233911.00
100004256164092.00
100004257523720.00
100004258148592.00
100004258813542.00
100004259197143.00
100004261532128.00
100004262170704.00
100004265238421.00
100004271833797.00
100004279626792.00
100004283919887.00
100004293196068.00
100004293700803.00
100004294779558.00
100004294965583.00
100004296120349.00
100004296332726.00
100004298263092.00
100004310311513.00
100004328738389.00
100004332974080.00
100004340406647.00
100004350993626.00
100004356035172.00
100004359487680.00
100004362820568.00
100004369422462.00
100004370340950.00
100004371005559.00
100004377000931.00
100004377764154.00
100004392429950.00
100004392458079.00
100004393867561.00
100004400289555.00
100004401301007.00
100004403076247.00
100004404121722.00
100004405900396.00
100004406462451.00
100004406528632.00
100004410940408.00
100004422810039.00
100004425009950.00
100004425514547.00
100004426271391.00
100004428036160.00
100004433495955.00
100004433825613.00
100004439583982.00
100004453332922.00
100004455002279.00
100004455425849.00
100004455840094.00
100004456242585.00
100004459620669.00
100004462393810.00
100004467277631.00
100004470063532.00
100004472919585.00
100004477512561.00
100004478861040.00
100004486052638.00
100004487261454.00
100004491366750.00
100004492440608.00
100004493010387.00
100004493253705.00
100004493350988.00
100004495117837.00
100004496282334.00
100004496713160.00
100004498268457.00
100004499894039.00
100004500127641.00
100004501450654.00
100004507776031.00
100004510776376.00
100004517108680.00
100004517919682.00
100004524848637.00
100004530190421.00
100004538586086.00
100004540151234.00
100004551580341.00
100004552512176.00
